b number,NAME,PRODUCT-NAME,Class,Protein,RNA FISH
b4000,hupA,Transcriptional dual regulator  HU-&alpha; (HU-2),noessential,1,1
b4001,yjaH,conserved protein,noessential,,
b4002,zraP,zinc homeostasis protein,noessential,,
b4003,zraS,ZraS-P<SUP>his</SUP>,noessential,1,
b4004,zraR,ZraR-Phosphorylated transcriptional activator,noessential,,
b4005,purD,phosphoribosylamine-glycine ligase,noessential,,
b4006,purH,AICAR transformylase / IMP cyclohydrolase,noessential,,
b4007,rrsE,rrsE 16S ribosomal RNA,noessential,,
b4008,gltV,tRNA<SUP>gltV</SUP>,noessential,,
b4009,rrlE,rrlE 23S ribosomal RNA,noessential,,
b4010,rrfE,rrfE 5S ribosomal RNA,noessential,,
b4011,yjaA,conserved protein,noessential,,
b4012,yjaB,predicted acetyltransferase,noessential,,
b4013,metA,homoserine O-succinyltransferase,noessential,,
b4014,aceB,malate synthase A,noessential,,
b4015,aceA,isocitrate lyase monomer,noessential,,
b4016,aceK,isocitrate dehydrogenase phosphatase / isocitrate dehydrogenase kinase,noessential,,
b4017,arpA,regulator of acetyl CoA synthetase,noessential,1,
b4018,iclR,IclR transcriptional repressor,noessential,,
b4019,metH,Cobalamin-dependent homocysteine transmethylase,noessential,,
b4020,yjbB,predicted transporter,noessential,,
b4021,pepE,peptidase E; a dipeptidase where amino-terminal residue is aspartate,noessential,1,
b4022,rluF,23S rRNA pseudouridine synthase,noessential,,
b4023,pagB,conserved protein,noessential,,
b4024,lysC,aspartate kinase III,noessential,,
b4025,pgi,phosphoglucose isomerase,noessential,1,
b4026,yjbE,predicted protein,noessential,,
b4027,yjbF,predicted lipoprotein,noessential,,
b4028,yjbG,conserved protein,noessential,,
b4029,yjbH,predicted porin,noessential,,
b4030,psiE,predicted phosphate starvation-inducible protein,noessential,,
b4031,xylE,XylE xylose MFS transporter,noessential,,
b4032,malG,maltose ABC transporter,noessential,,
b4033,malF,maltose ABC transporter,noessential,,
b4034,malE,maltose ABC transporter,noessential,,
b4035,malK,maltose ABC transporter,noessential,1,1
b4036,lamB,phage lambda receptor protein; maltose high-affinity receptor,noessential,,
b4037,malM,maltose regulon periplasmic protein,noessential,,
b4038,yjbI,conserved protein,noessential,,
b4039,ubiC,chorismate lyase,noessential,1,
b4040,ubiA,4-hydroxybenzoate octaprenyltransferase,essential,,
b4041,plsB,glycerol-3-phosphate acyltransferase,essential,1,
b4042,dgkA,diacylglycerol kinase,noessential,,
b4043,lexA,LexA transcriptional repressor,essential,,
b4044,dinF,DinF MATE Transporter,noessential,,
b4045,yjbJ,predicted stress response protein,noessential,1,
b4046,zur,Zur transcriptional repressor,noessential,,
b4047,yjbL,predicted protein,noessential,,
b4048,yjbM,predicted protein,noessential,,
b4049,dusA,tRNA-dihydrouridine synthase A,noessential,,
b4050,pspG,phage shock protein G,noessential,,
b4051,qor,quinone oxidoreductase,noessential,1,
b4052,dnaB,primosome,essential,1,
b4053,alr,alanine racemase 1; PLP-binding; biosynthetic,noessential,1,
b4054,tyrB,tyrosine aminotransferase,noessential,,
b4055,aphA,acid phosphatase/phosphotransferase,noessential,,
b4056,yjbQ,conserved protein,noessential,1,
b4057,yjbR,conserved protein,noessential,,
b4058,uvrA,excision nuclease subunit A,noessential,1,
b4059,ssb,ssDNA-binding protein,essential,,
b4060,yjcB,predicted inner membrane protein,noessential,,
b4061,yjcC,predicted signal transduction protein (EAL domain-containing protein),noessential,,
b4062,soxS,SoxS transcriptional dual regulator,noessential,,
b4063,soxR,SoxR transcriptional dual regulator,noessential,,
b4064,yjcD,predicted permease,noessential,,
b4065,yjcE,YjcE CPA1 transporter,noessential,,
b4066,yjcF,conserved protein,noessential,,
b4067,actP,YjcG SSS transporter,noessential,,
b4068,yjcH,conserved inner membrane protein,noessential,,
b4069,acs,acetyl-CoA synthetase (AMP-forming),noessential,,
b4070,nrfA,cytochrome C552,noessential,,
b4071,nrfB,nitrite reductase complex,noessential,,
b4072,nrfC,nitrite reductase complex,noessential,,
b4073,nrfD,nitrite reductase complex,noessential,,
b4074,nrfE,formate-dependent nitrite reductase; possible assembly function,noessential,,
b4075,nrfF,activator of formate-dependent nitrite reductase complex,noessential,,
b4076,nrfG,NrfG,noessential,,
b4077,gltP,GltP glutamate/aspartate DAACS transporter,noessential,,
b4078,yjcO,conserved protein,noessential,,
b4079,fdhF,formate dehydrogenase,noessential,,
b4080,mdtP,predicted outer membrane factor of efflux pump,noessential,,
b4081,mdtO,predicted multidrug efflux system component,noessential,,
b4082,mdtN,predicted membrane fusion protein of efflux pump,noessential,,
b4083,yjcS,predicted alkyl sulfatase,noessential,,
b4084,alsK,predicted D-allose kinase,noessential,1,
b4085,alsE,allulose-6-phosphate 3-epimerase,noessential,,
b4086,alsC,D-allose ABC transporter,noessential,,
b4087,alsA,D-allose ABC transporter,noessential,1,
b4088,alsB,D-allose ABC transporter,noessential,,
b4089,rpiR,AlsR-allose,noessential,,
b4090,rpiB,AlsI,noessential,1,
b4092,phnP,carbon-phosphorus lyase complex accessory protein,noessential,1,
b4093,phnO,predicted acyltransferase with acyl-CoA N-acyltransferase domain,noessential,,
b4094,phnN,ribose 1;5-bisphosphokinase,noessential,1,
b4095,phnM,ATP-binding component of phosphonate transport,noessential,,
b4096,phnL,PhnL,noessential,,
b4097,phnK,PhnK,noessential,1,
b4098,phnJ,carbon-phosphorous lyase complex subunit,noessential,1,
b4099,phnI,carbon-phosphorus lyase complex subunit,noessential,,
b4100,phnH,carbon-phosphorous lyase complex subunit,noessential,,
b4101,phnG,carbon-phosphorous lyase complex subunit,noessential,,
b4102,phnF,PhnF transcriptional regulator,noessential,,
b4104,phnE,PhnC/PhnD/PhnE alkylphosphonate ABC transporter,noessential,,
b4105,phnD,PhnC/PhnD/PhnE alkylphosphonate ABC transporter,noessential,1,
b4106,phnC,PhnC/PhnD/PhnE alkylphosphonate ABC transporter,noessential,,
b4107,yjdN,conserved protein,noessential,,
b4108,yjdM,conserved protein,noessential,,
b4109,yjdA,conserved protein with nucleoside triphosphate hydrolase domain,noessential,,
b4110,yjcZ,conserved protein,noessential,,
b4111,proP,ProP osmosensory MFS transporter,noessential,,
b4112,basS,BasS-P<SUP>his</SUP>,noessential,1,
b4113,basR,BasR-Phosphorylated transcriptional regulator,noessential,1,
b4114,eptA,predicted metal-dependent hydrolase,noessential,,
b4115,adiC,AdiC arginine:agmatine antiporter,noessential,,
b4116,adiY,AdiY transcriptional activator,noessential,,
b4117,adiA,Adi,noessential,1,
b4118,melR,MelR transcriptional dual regulator,noessential,1,
b4119,melA,&alpha;-galactosidase monomer,noessential,,
b4120,melB,MelB GPH transporter,noessential,,
b4121,yjdF,conserved inner membrane protein,noessential,,
b4122,fumB,fumarase B monomer,noessential,,
b4123,dcuB,DcuB dicarboxylate Dcu transporter,noessential,,
b4124,dcuR,DcuR-Phosphorylated transcriptional activator,noessential,1,
b4125,dcuS,DcuS-P<SUP>his349</SUP>,noessential,,
b4126,yjdI,conserved protein,noessential,1,
b4127,yjdJ,predicted acyltransferase with acyl-CoA N-acyltransferase domain,noessential,1,
b4128,yjdK,predicted protein,noessential,,
b4129,lysU,lysyl-tRNA synthetase,noessential,1,
b4130,yjdL,YjdL peptide POT transporter,noessential,,
b4131,cadA,lysine decarboxylase,noessential,1,
b4132,cadB,CadB cadaverine/lysine APC exchanger,noessential,,
b4133,cadC,CadC transcriptional activator,noessential,,
b4134,pheU,tRNA<SUP>pheU</SUP>,noessential,,
b4135,yjdC,predicted transcriptional regulator,noessential,1,
b4136,dipZ,DsbD<SUB>oxidized</SUB>,noessential,,
b4137,cutA,copper binding protein CutA,noessential,,
b4138,dcuA,DcuA dicarboxylate Dcu transporter,noessential,,
b4139,aspA,aspartate ammonia-lyase,noessential,1,
b4140,fxsA,inner membrane protein; overproduction inhibits F exclusion of bacteriophage T7,noessential,,
b4141,yjeH,YjeH  APC transporter,noessential,,
b4142,groS,GroES; chaperone binds to Hsp60 in pres. Mg-ATP; suppressing its ATPase activity,essential,1,1
b4143,groL,GroEL; chaperone Hsp60; peptide-dependent ATPase; heat shock protein,essential,,
b4144,yjeI,conserved protein,noessential,,
b4145,yjeJ,predicted protein,noessential,,
b4146,yjeK,lysine 2;3-aminomutase,noessential,,
b4147,efp,protein chain elongation factor EF-P,essential,,
b4148,sugE,SugE SMR transporter,noessential,,
b4149,blc,Blc outer membrane lipoprotein (lipocalin),noessential,,
b4150,ampC,&beta;-lactamase; penicillin resistance,noessential,,
b4151,frdD,fumarate reductase membrane protein,noessential,,
b4152,frdC,fumarate reductase membrane protein,noessential,,
b4153,frdB,fumarate reductase iron-sulfur protein,noessential,,
b4154,frdA,fumarate reductase flavoprotein,noessential,,
b4155,poxA,putative regulator of pyruvate oxidase,noessential,1,
b4156,yjeM,YjeM APC transporter,noessential,,
b4157,yjeN,predicted protein,noessential,,
b4158,yjeO,conserved inner membrane protein,noessential,,
b4159,yjeP,predicted mechanosensitive channel,noessential,,
b4160,psd,phosphatidylserine decarboxylase; proenzyme,essential,,
b4161,rsgA,ribosome small subunit-dependent GTPase A,essential,1,
b4162,orn,oligoribonuclease monomer,essential,,
b4163,glyV,tRNA<SUP>glyV</SUP>,noessential,,
b4164,glyX,tRNA<SUP>glyX</SUP>,noessential,,
b4165,glyY,tRNA<SUP>glyY</SUP>,noessential,,
b4166,yjeS,predicted Fe-S electron transport protein,noessential,,
b4167,yjeF,predicted carbohydrate kinase,noessential,,
b4168,yjeE,essential protein with weak ATPase activity,essential,1,
b4169,amiB,N-acetylmuramoyl-L-alanine amidase 2,noessential,1,
b4170,mutL,MutHLS complex; methyl-directed mismatch repair,noessential,1,
b4171,miaA,&delta;(2)-isopentenylpyrophosphate tRNA-adenosine transferase,noessential,,
b4172,hfq,RNA-binding protein that affects many cellular processes; homolog of mammalian Sm/Sm-like proteins,noessential,1,1
b4173,hflX,putative GTPase; possible regulator of HflKC,noessential,,
b4174,hflK,regulator of FtsH protease,noessential,1,
b4175,hflC,regulator of FtsH protease,noessential,1,
b4176,yjeT,conserved inner membrane protein,noessential,,
b4177,purA,adenylosuccinate synthetase,noessential,1,1
b4178,nsrR,NsrR transcriptional repressor,noessential,1,
b4179,rnr,RNAse R,noessential,1,1
b4180,rlmB,23S rRNA methyltransferase monomer,noessential,1,
b4181,yjfI,conserved protein,noessential,,
b4182,yjfJ,predicted transcriptional regulator effector protein,noessential,,
b4183,yjfK,conserved protein,noessential,,
b4184,yjfL,conserved inner membrane protein,noessential,,
b4185,yjfM,conserved protein,noessential,,
b4186,yjfC,predicted synthetase/amidase,noessential,,
b4187,aidB,isovaleryl-CoA dehydrogenase / predicted acyl-CoA dehydrogenase,noessential,1,
b4188,yjfN,predicted protein,noessential,,
b4189,yjfO,conserved protein,noessential,,
b4190,yjfP,esterase,noessential,,
b4191,ulaR,UlaR transcriptional repressor,noessential,1,
b4192,ulaG,phosphodiesterase / predicted L-ascorbate 6-phosphate lactonase,noessential,,
b4193,ulaA,L-ascorbate transporting phosphotransferase system,noessential,,
b4194,ulaB,L-ascorbate transporting phosphotransferase system,noessential,,
b4195,ulaC,L-ascorbate transporting phosphotransferase system,noessential,,
b4196,ulaD,3-keto-L-gulonate 6-phosphate decarboxylase,noessential,,
b4197,ulaE,L-xylulose 5-phosphate 3-epimerase,noessential,,
b4198,ulaF,L-ribulose 5-phosphate 4-epimerase,noessential,,
b4199,yjfY,predicted protein,noessential,,
b4200,rpsF,30S ribosomal subunit protein S6,noessential,,
b4201,priB,primosome,noessential,,
b4202,rpsR,30S ribosomal subunit protein S18,essential,,
b4203,rplI,50S ribosomal subunit protein L9,noessential,,
b4204,yjfZ,predicted protein,noessential,,
b4205,ytfA,predicted transcriptional regulator,noessential,,
b4206,ytfB,predicted cell envelope opacity-associated protein,noessential,,
b4207,fklB,FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase),noessential,1,1
b4208,cycA,CycA serine/alanine/glycine APC transporter,noessential,,
b4209,ytfE,protein involved in repair of stress-damaged iron-sulfur clusters,noessential,1,
b4210,ytfF,inner membrane protein,noessential,,
b4211,ytfG,NAD(P)H:quinone oxidoreductase,noessential,1,
b4212,ytfH,predicted transcriptional regulator,noessential,,
b4213,cpdB,2';3'-cyclic nucleotide 2'-phosphodiesterase / 3'-nucleotidase,noessential,,
b4214,cysQ,affects pool of 3'-phosphoadenosine-5'-phosphosulfate in pathway of sulfite synthesis,noessential,,
b4215,ytfI,predicted protein,noessential,,
b4216,ytfJ,conserved protein,noessential,,
b4217,ytfK,conserved protein,noessential,,
b4218,ytfL,putative transport protein,noessential,1,
b4219,msrA,methionine sulfoxide reductase A,noessential,,
b4220,ytfM,outer membrane protein,noessential,,
b4221,ytfN,conserved protein,noessential,1,
b4222,ytfP,conserved protein,noessential,1,
b4223,yzfA,predicted protein,noessential,,
b4224,chpS,ChpS antitoxin of the ChpB-ChpS toxin-antitoxin system,noessential,,
b4225,chpB,ChpB toxin of the ChpB-ChpS toxin-antitoxin system,noessential,,
b4226,ppa,inorganic pyrophosphatase,essential,1,1
b4227,ytfQ,YtfQ/YtfR/YtfS/YtfT/YjfF ABC transporter,noessential,,
b4230,ytfT,YtfQ/YtfR/YtfS/YtfT/YjfF ABC transporter,noessential,,
b4231,yjfF,YtfQ/YtfR/YtfS/YtfT/YjfF ABC transporter,noessential,,
b4232,fbp,fructose-1;6-bisphosphatase monomer,noessential,,
b4233,mpl,UDP-N-acetylmuramate:L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-diaminopimelate ligase,noessential,,
b4234,yjgA,putative alpha-helix protein,noessential,1,
b4235,pmbA,protease involved in Microcin B17 maturation and in sensitivity to the DNA gyrase inhibitor LetD,noessential,,
b4236,cybC,cytochrome b562 (soluble),noessential,,
b4237,nrdG,anaerobic nucleoside-triphosphate reductase activating system,noessential,1,
b4238,nrdD,ribonucleoside-triphosphate reductase,noessential,1,
b4239,treC,trehalose-6-phosphate hydrolase,noessential,,
b4240,treB,trehalose PTS permease,noessential,,
b4241,treR,TreR transcriptional repressor,noessential,,
b4242,mgtA,magnesium transporter,noessential,1,
b4243,yjgF,conserved protein,noessential,1,1
b4244,pyrI,aspartate carbamoyltransferase; PyrI subunit,noessential,,
b4245,pyrB,aspartate carbamoyltransferase; PyrB subunit,noessential,,
b4246,pyrL,Pyr operon leader peptide,noessential,,
b4248,yjgH,predicted mRNA endoribonuclease,noessential,,
b4249,yjgI,predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain,noessential,,
b4251,yjgJ,predicted transcriptional regulator,noessential,,
b4252,yjgK,conserved protein,noessential,1,
b4253,yjgL,predicted protein,noessential,1,
b4254,argI,ornithine carbamoyltransferase,noessential,,
b4255,rraB,ribonuclease E inhibitor protein B,noessential,1,1
b4256,yjgM,predicted acetyltransferase,noessential,,
b4257,yjgN,conserved inner membrane protein,noessential,,
b4258,valS,valyl-tRNA synthetase,essential,1,1
b4259,holC,DNA polymerase III; &chi; subunit,noessential,1,
b4260,pepA,PepA Transcriptional Repressor; Aminopeptidase A/I,noessential,,
b4261,yjgP,conserved inner membrane protein,essential,,
b4262,yjgQ,conserved inner membrane protein,essential,,
b4263,yjgR,predicted ATPase,noessential,1,
b4264,idnR,IdnR transcriptional regulator,noessential,,
b4265,idnT,L-idonate / 5-ketogluconate / gluconate transporter,noessential,,
b4266,idnO,5-keto-D-gluconate 5-reductase,noessential,1,
b4267,idnD,L-idonate 5-dehydrogenase,noessential,,
b4268,idnK,gluconokinase II,noessential,,
b4269,yjgB,predicted alcohol dehydrogenase; Zn-dependent and NAD(P)-binding,noessential,,
b4270,leuX,tRNA<SUP>leuX</SUP>,noessential,,
b4271,intB,KpLE2 phage-like element; predicted integrase,noessential,,
b4272,insC-6,IS2 element protein InsA,noessential,,
b4273,insD-6,IS2 element protein,noessential,,
b4274,yjgW,KpLE2 phage-like element; predicted protein,noessential,,
b4277,yjgZ,KpLE2 phage-like element; predicted protein,noessential,,
b4278,insG,IS1 predicted transposase,noessential,1,
b4279,yjhB,YjhB  MFS transporter,noessential,,
b4280,yjhC,KpLE2 phage-like element; predicted oxidoreductase,noessential,,
b4281,yjhD,KpLE2 phage-like element; predicted protein,noessential,,
b4283,insN-2,KpLE2 phage-like element; partial regulator of insertion element IS911B (interrupted),noessential,,
b4284,insI-3,transposase of IS30,noessential,,
b4285,insO-2,KpLE2 phage-like element; partial transposase,noessential,,
b4286,yjhV,KpLE2 phage-like element; predicted protein,noessential,,
b4287,fecE,ferric dicitrate uptake system,noessential,,
b4288,fecD,ferric dicitrate uptake system,noessential,,
b4289,fecC,ferric dicitrate uptake system,noessential,,
b4290,fecB,ferric dicitrate uptake system,noessential,,
b4291,fecA,outer membrane receptor; citrate-dependent iron transport; outer membrane receptor,noessential,,
b4292,fecR,regulator for fec operon; periplasmic,noessential,,
b4293,fecI,RNA polymerase; sigma 19 factor,noessential,,
b4294,insA-7,KpLE2 phage-like element; IS1 repressor protein InsA,noessential,,
b4295,yjhU,KpLE2 phage-like element; predicted DNA-binding transcriptional regulator,noessential,,
b4296,yjhF,YjhF Gnt tranporter,noessential,,
b4297,yjhG,KpLE2 phage-like element; predicted dehydratase,noessential,1,
b4298,yjhH,predicted lyase/synthase,noessential,1,
b4299,yjhI,KpLE2 phage-like element; predicted DNA-binding transcriptional regulator,noessential,1,
b4300,sgcR,Putative sgc cluster transcriptional regulator,noessential,,
b4301,sgcE,predicted epimerase,noessential,1,
